artist,country,price,year
Cymande,US,101.95,1973
Carl Marshall,France,56.95,Feb 2017
Crusaders,US,51.95,1984
Erykah Badu,Europe,51.95,18 Nov 2016
George Benson,France,91.95,1976
Michael Henderson,US,71.95,1976
Pete Rock,US,169.9,2016
Three 6 Mafia,UK,89.95,24 Mar 2017
Nate Dogg,US,105.95,06 May 2016
Arrested Development,,149.9,2020
Funki Porcini,UK,54.95,29 Mar 1999
Lord Finesse,US,116.95,22 Jan 2021
Group Home,US,81.95,1999
Nas,US,52.95,21 Sep 2018
AG,US,56.95,1999
"Tyler, The Creator",Europe,120.95,29 Aug 2020
DMX,US,109.95,2006
The RZA,US,112.95,12 Nov 2020
Michael Jackson,UK,80.95,07 Jan 2021
Maceo Parker,Germany,65.95,07 Sep 2013
Michael Jackson,,81.95,01 Dec 2020
Wyclef Jean,US,90.95,1997
The High & Mighty,US,56.95,2001
Clipse,US,64.95,2002
Masta Ace,US,50.95,2001
DMX,US,85.95,1999
Marty Robbins,US,12.5,1966
Fiend (2),US,7.75,2003
Mike Millrain,US,42.95,2004
Westside Connection,US,9.15,1997
Sweet Daddy (3),US,8.3,1995
Beefcake In Chains,US,8.25,2000
Randy Newman,US,7.99,1977
Christopher Cross,US,8.15,1983
Bosko,US,7.7,1995
Steve Jordan (10),US,7.65,1996
'O' Town Boyz,US,7.7,1996
Blaze,UK,49.95,1999
Dave Brubeck Quartet,US,8.45,1957
Eric B. & Rakim,Europe,62.95,2017
PYT,UK,9.1,2001
Blaque Spurm,US,9.99,1994
Paul Johnson,US,49.95,1998
Various,France,41.95,30 Sep 1998
The Bucketheads,US,42.95,Nov 1998
Kenny Dope,US,31.95,11 Aug 1997
2Pac,US,216.9,22 May 2001
Black Milk,US,149.9,28 Oct 2014
The Jacksons,Europe,70.95,26 Mar 2021
Nate Dogg,US,210.9,06 May 2016
Lil' Kim,Europe,118.95,2003
G-Unit,US,204.9,2003
Daft Punk,Europe,275.9,26 Sep 2020
Ill Bill,US,154.9,12 Feb 2021
Curren$y,Canada,60.95,11 Oct 2019
38 Spesh,Germany,92.95,13 Mar 2020
Africanism,France,32.95,2000
Deep South (6),UK,38.95,1997
Snowgoons,Germany,110.95,2017
AZ,US,95.95,29 Jan 2021
CZR,US,38.95,1997
Roc Marciano,USA & Canada,108.95,2018
38 Spesh,Germany,92.95,13 Mar 2020
Salome De Bahia,"Vinyl, 12"", 33 ⅓ RPM",38.95,France
Soulsearcher,US,38.95,1998
Bob Sinclar,France,22.95,1997
Mr. Oizo,UK & Europe,51.95,22 Mar 1999
Sixpence,Denmark,8.7,1995
Supernatural (2),US,8.85,1995
Steve Jordan (10),US,7.7,1996
Chet Atkins,Canada,7.85,
Various,US,8.8,1999
Kojak,France,35.95,1999
Modjo,France,58.95,2000
Y?N-Vee,US,8.25,1994
Dead Hearts,US,8.0,2004
Boy Sets Fire.,US,2.0,1997
Alpha & Omega (2),US,13.0,23 Jul 2013
Ambitions,US,3.0,2007
The Mighty Guys,Australia & New Zealand,15.0,1986
Ernie Watts,US,13.99,1982
Razor (2),Europe,38.3,2019
Carla Bley,Netherlands,515.99,1966
Jennifer Rush,Europe,7.99,1985
Jex Opolis,Netherlands,33.0,Apr 2021
The Rogers,Italy,29.9,
Micheal Palmer,Jamaica,55.0,
Christina Aguilera,US,49.2,13 Sep 2019
Lemau,Germany,4.5,26 Mar 2012
Lake Street Dive,Europe,24.13,19 Feb 2016
DJ Krush,Japan,59.95,2006
Four Tet,Europe,109.95,25 Jan 2010
Suff Daddy,"Vinyl, LP, Album, Limited Edition",81.95,Germany
Mr. Scruff,UK,106.95,09 Sep 2002
Ill Bill,US,169.9,12 Feb 2021
Tear Da Club Up Thugs,US,109.95,24 Oct 2020
Ill Bill,US,101.95,12 Feb 2021
Wu-Tang Clan,Europe,60.95,2016
Various,"Vinyl, LP,",83.95,UK
Be Bop Dawg,UK,16.0,2000
Bob Marley And The Wailers,US,25.89,2012
New Keepers Of The Water Towers,France,26.81,2013
Mass Hysteria (4),Europe,57.25,2017
Lettuce (3),US,130.0,09 Dec 2020
Queen,"Vinyl, LP, Album, Reissue, Remastered,",20.14,US
Percy Sledge,Germany,15.5,
Death Before Dishonor,Germany,25.0,26 Jul 2019
Dead Hearts,US,6.0,2004
Bad Religion,Europe,32.0,03 May 2019
Reggie And The Full Effect,US,20.0,2003
Ann Peebles,US,19.9,10 Feb 2014
Miles Away,Australia,5.0,2010
Envy (2),Germany,79.0,05 Feb 2020
B Y S T S F R,Europe,9.0,20 Apr 2013
Reggie And The Full Effect,US,25.0,2000
xDEVOURx,Bulgaria,5.0,Jul 2018
Heaven Shall Burn,Europe,16.0,11 Dec 2015
Ambitions,US,4.0,2007
Ambitions,US,3.0,17 Aug 2007
Wait In Vain,US,18.0,2008
Boysetsfire,USA & Canada,83.0,2000
Boysetsfire,"Vinyl, 7"", 45 RPM, Single, Compilation, Limited Edition",19.0,Germany
Sunny Day Real Estate,US,15.0,1998
Pete Rock & C.L. Smooth,Europe,67.95,18 Sep 2020
Three 6 Mafia,UK,119.95,24 Mar 2017
Tha God Fahim,Europe,61.95,22 Nov 2019
Raekwon,US,119.95,14 Oct 2020
Showbiz & AG,US,69.95,27 Mar 2020
"Earth, Wind & Fire",,67.95,2021
Various,Europe,64.95,26 Nov 2012
Raekwon,US,59.95,2018
Raekwon,US,59.95,2018
Tha God Fahim,Germany,61.95,2019
Mystikal,US,55.95,2000
Daft Punk,Europe,90.95,2018
Denzel Curry,Europe,47.95,27 Jan 2017
Pleasure (4),US,42.95,1978
Bonobo,Europe,69.95,04 Dec 2020
Fania All Stars,US,36.66,2019
ZnöWhite,France,25.0,1985
Buffalo Springfield,"Vinyl, LP, Album, Reissue, Remastered",30.42,US
Giant Squid,US,59.2,2010
Arturo Benedetti Michelangeli,US,10.5,1965
Highly Suspect,US,40.24,31 Jan 2020
Bad Suns,US,28.67,22 Mar 2019
Remo Drive,US,45.05,31 May 2019
Lettuce (3),US,130.0,09 Dec 2020
Ma$e,Europe,50.95,1999
Ice Cube,US,158.9,2001
The Jacksons,US,165.5,1976
Nas,US,78.95,21 Aug 2020
Kruder & Dorfmeister,"Germany, Austria, & Switzerland",76.95,Jan 2021
The Chocolate Jam Co.,Japan,156.5,1979
Jamiroquai,Europe,84.95,31 Mar 2017
Tom Browne,Japan,102.95,1981
Planet Asia,US,43.95,19 Jan 2018
Nas,Europe,79.95,04 Dec 2020
Necro,Europe,69.95,15 Feb 2019
K+D,Austria,79.95,13 Nov 2020
Pete Rock & C.L. Smooth,US,59.95,29 Jan 2016
Michael Jackson,Europe,47.95,18 Oct 2019
Benzino,US,31.95,2001
Fugees,Europe,68.95,2018
Gorilla Twins,US,59.95,2020
Brass Construction,US,41.95,Nov 1979
Taiyamo Denku,Europe,69.95,24 Apr 2020
Skyzoo,US,61.95,05 Nov 2019
Funki Porcini,UK,119.95,May 1995
Polo G,US,79.95,2020
Raekwon,US,59.95,21 Apr 2018
The RZA,US,66.95,12 Nov 2020
Jedi Mind Tricks,US,98.95,May 2013
Masta Ace,Germany,59.95,23 Jun 2016
Danny Brown (2),UK & Europe,54.95,21 Oct 2016
Chocolate Milk (2),US,141.5,1975
Rob Swift,US,59.95,2002
A Tribe Called Quest,Europe,64.95,13 Nov 2015
"Earth, Wind & Fire",Japan,81.95,1983
Master P,US,55.95,28 Nov 2000
Jaylib,US,50.95,13 Jan 2017
Idris Muhammad,UK,42.95,08 Jun 2018
"Earth, Wind & Fire",Japan,79.95,1980
EL Fudge,Germany,65.95,2001
Amir Said,Europe,71.95,21 Aug 2020
Kurupt,US,47.95,1998
Herbie Hancock,Japan,71.95,1981
Timbaland & Magoo,US,70.95,2003
Memphis Bleek,US,40.95,03 Aug 1999
Jay-Z,UK,60.95,1998
Fatback,Japan,111.95,1981
Patrice Rushen,Japan,91.95,1978
Talib Kweli,US,89.95,2007
Guts,France & Benelux,59.95,12 Sep 2014
MF DOOM,US,119.95,2016
Snoop Dogg,US,100.95,2001
K-Otix,US,157.9,2001
Jay Dee,US,48.95,19 May 2017
Camp Lo,US,89.95,1997
Method Man,US,79.95,18 May 2004
Bubba Sparxxx,Europe,35.95,2001
Nas,US,58.95,20 Dec 2019
Jay-Z,US,110.95,1997
Cerrone,France,59.95,2014
J Dilla,US,42.95,21 Apr 2018
Busta Rhymes,UK,69.95,07 Jul 2017
The Brothers Johnson,Japan,111.95,1976
Notorious B.I.G.,US,65.95,1999
Erick Sermon,US,55.95,2002
Janet Jackson,UK & Europe,59.95,2020
Ja Rule,US,179.9,2001
The Blackbyrds,US,77.95,1976
Black Eyed Peas,Europe,40.95,26 Sep 2000
Pete Rock,US,109.95,1998
Kurupt,US,105.95,2001
Redman,Japan,225.5,1992
Various,US,108.95,2001
Cameo,Japan,77.95,1980
Lootpack,US,105.95,2001
O.G.C. (Originoo Gunn Clappaz),US,179.9,1996
2Pac,Europe,381.9,2001
Jigmastas,UK,47.95,18 Sep 2015
KutMasta Kurt,US,116.95,14 Nov 2000
Half-A-Mill,US,60.95,27 Nov 2020
J Dilla,US,67.95,16 Apr 2016
Lord Finesse,US,91.95,1992
Eve (2),US,119.95,2001
Ace,US,224.9,Feb 2010
Jamiroquai,UK,119.95,17 Oct 1994
Deodato,Japan,77.95,1979
DJ Spinna,US,54.95,1999
Notorious B.I.G.,US,119.95,1999
Quincy Jones,Japan,67.95,1975
Mariah Carey,US,199.9,1999
Common,Europe,50.95,05 Feb 2021
Jermaine Dupri,US,39.95,2001
Waxolutionists,Austria,54.95,2002
Gang Starr,Europe,69.95,06 Dec 2019
Camp Lo,US,178.9,1997
Jay-Z,Europe,65.95,2000
B.T. Express,Japan,81.95,1976
Cypress Hill,Europe,68.95,2001
Jay-Z,US,359.9,1998
Various,US,217.9,11 Apr 1995
Cut Chemist,US,118.95,2006
Talib Kweli,US,109.95,2000
U.N.K.L.E.,"Vinyl, 33 ⅓ RPM, 12""",146.5,Japan
Massive Attack,Europe,50.95,20 Sep 2019
Chali 2NA,US,72.95,29 Aug 2020
Gang Starr,US,88.95,2003
Outsidaz,Europe,52.95,2001
N.W.A. And The Posse,US,107.95,1989
Various,Europe,58.95,04 Dec 2020
Masta Ace,"Vinyl, LP, Compilation, Limited Edition",61.95,Germany
Pete Rock,Europe,118.95,2004
Dilated Peoples,US,58.95,2004
The RZA,US,76.95,Nov 2020
A Tribe Called Quest,Europe,45.95,18 Oct 2019
Jeru The Damaja,US,56.95,1998
Various,Europe,41.95,1988
Tha God Fahim,Germany,60.95,2019
Memphis Bleek,US,39.95,2000
Ludacris,US,58.95,2000
Gang Starr,Europe,118.95,2003
Black Star,"Vinyl, LP, Album, Limited Edition, Picture Disc, Reissue,",110.95,US
Chic,"UK, Europe & US",34.95,13 Apr 2019
Imagination,US,31.95,1981
Chic,Germany,31.95,1983
Nate Dogg,US,219.9,Dec 2001
Ice T,US,32.95,2003
BLACKstreet,US,31.95,1996
2Pac,US,204.9,1999
Chameleon (13),US,46.95,1979
N*E*R*D,Europe,90.95,2002
Jay-Z,US,88.95,1999
LL Cool J,"Vinyl, LP, Album, Limited Edition, Numbered, Reissue, Remastered",37.95,Europe
Jadakiss,US,69.95,2020
Nas,Europe,50.95,03 Aug 2018
Naledge,US,18.95,27 Oct 2006
De La Soul,UK,62.95,07 Feb 2020
J Dilla,US,77.95,21 Apr 2018
Masta Ace,"Vinyl, LP, Compilation, Limited Edition",50.95,Germany
Notorious B.I.G.,"USA, Canada & Europe",322.9,26 Sep 2020
Nas,US,95.95,2010
Rahzel,Europe,50.95,1999
